movieID,title,imdbID,0,1,2,3,4,5,6,7
1,toy story,114709,-0.14986801147460938,0.22403910756111145,-0.09814915060997009,0.23700033128261566,-0.6214887499809265,0.31491801142692566,0.09206271916627884,-0.6063386797904968
2,jumanji,113497,-0.18551459908485413,0.1720162183046341,-0.10635076463222504,0.20639611780643463,-0.6327581405639648,0.3377777934074402,0.1282421201467514,-0.5925894379615784
3,grumpy old men,107050,-0.030183056369423866,0.6028994917869568,-0.20778508484363556,0.4360906779766083,-0.20088736712932587,0.5056341886520386,-0.055501364171504974,-0.3211688995361328
4,waiting to exhale,114885,-0.05458034574985504,0.5474085211753845,-0.16593797504901886,0.43481874465942383,-0.17693829536437988,0.5664960741996765,0.013646025210618973,-0.3582613170146942
5,father of the bride part ii,113041,0.12714312970638275,0.486553430557251,-0.1601817011833191,0.37854981422424316,-0.2989822328090668,0.6209096312522888,-0.05999549478292465,-0.31563204526901245
6,heat,113277,-0.1288311928510666,0.18827009201049805,-0.44330891966819763,0.3945810794830322,-0.14482766389846802,0.6595529317855835,0.1304730474948883,-0.3503306210041046
7,sabrina,47437,-0.030183056369423866,0.6028994917869568,-0.20778508484363556,0.4360906779766083,-0.20088736712932587,0.5056341886520386,-0.055501364171504974,-0.3211688995361328
8,tom and huck,112302,-0.1930771917104721,0.21350470185279846,-0.12030219286680222,0.18871504068374634,-0.6377862095832825,0.3624260127544403,0.08005933463573456,-0.5679063200950623
9,sudden death,114576,-0.15594729781150818,0.11477752774953842,-0.4402799904346466,0.2534034848213196,-0.2272864133119583,0.680195689201355,0.14177605509757996,-0.4123361110687256
10,goldeneye,113189,-0.16083942353725433,0.14963319897651672,-0.43303194642066956,0.2944418489933014,-0.2713804841041565,0.6223462820053101,0.14641351997852325,-0.44173377752304077
11,the american president,112346,-0.05458034574985504,0.5474085211753845,-0.16593797504901886,0.43481874465942383,-0.17693829536437988,0.5664960741996765,0.013646025210618973,-0.3582613170146942
12,dracula: dead and loving it,112896,-0.1790589541196823,0.3853982985019684,-0.5445886254310608,0.42530155181884766,-0.2994712293148041,0.2483014613389969,0.03149893507361412,-0.43545275926589966
13,balto,112453,-0.20950692892074585,0.2049756944179535,0.0031014212872833014,0.19201897084712982,-0.6930297613143921,0.162299245595932,0.052040647715330124,-0.6065241098403931
14,nixon,113987,-0.11362310498952866,0.3628218173980713,-0.0452263318002224,0.39896199107170105,-0.10171587765216827,0.6815549731254578,0.1915500909090042,-0.4274098575115204
15,cutthroat island,112760,-0.1443103551864624,0.3274022340774536,-0.37492406368255615,0.31702670454978943,-0.2805170714855194,0.5736002326011658,0.0866474136710167,-0.4644281268119812
16,casino,112641,-0.05568249896168709,0.32372283935546875,-0.2784782946109772,0.4620712101459503,-0.08897791802883148,0.6632203459739685,0.1343647688627243,-0.3677103519439697
17,sense and sensibility,114388,-0.05458034574985504,0.5474085211753845,-0.16593797504901886,0.43481874465942383,-0.17693829536437988,0.5664960741996765,0.013646025210618973,-0.3582613170146942
18,four rooms,113101,-0.08242485672235489,0.33602291345596313,-0.2611783742904663,0.4339904189109802,-0.1777491271495819,0.6763919591903687,0.0991373360157013,-0.353275865316391
19,ace ventura: when nature calls,112281,0.12714312970638275,0.486553430557251,-0.1601817011833191,0.37854981422424316,-0.2989822328090668,0.6209096312522888,-0.05999549478292465,-0.31563204526901245
