movie_id,title,drama,comedy,crime,action,thriller,horror,fantasy,family,animation
1,Toy story,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.35948116121062385,0.06827309236947791,0.1728395061728395,0.37225274725274726,0.524812030075188,0.9433962264150944
2,Jumanji,0.09305210918114144,0.11125254582484725,0.27837992013690815,0.9864113650401483,0.2176706827309237,0.09053497942386832,0.2129120879120879,0.9699248120300752,0.559748427672956
3,Grumpy Old Men,0.9959234314073023,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.43052208835341366,0.17695473251028807,0.37225274725274726,0.524812030075188,0.46226415094339623
4,Waiting to Exhale,0.9959234314073023,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.43052208835341366,0.17695473251028807,0.37225274725274726,0.524812030075188,0.46226415094339623
5,Father of the Bride Part II,0.26462247429989366,0.9938900203665988,0.2789503707929264,0.24336009882643608,0.06827309236947791,0.1728395061728395,0.37225274725274726,0.9699248120300752,0.46226415094339623
6,Heat,0.9959234314073023,0.3775458248472505,0.9868796349115802,0.9864113650401483,0.43052208835341366,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836477
7,Sabrina,0.9959234314073023,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.43052208835341366,0.17695473251028807,0.37225274725274726,0.524812030075188,0.46226415094339623
8,Tom and Huck,0.9959234314073023,0.9938900203665988,0.5932686822589845,0.35948116121062385,0.43052208835341366,0.17695473251028807,0.37225274725274726,0.524812030075188,0.559748427672956
9,Sudden Death,0.18433179723502305,0.1244908350305499,0.9868796349115802,0.9864113650401483,0.9839357429718876,0.24897119341563786,0.16895604395604397,0.058646616541353384,0.14150943396226415
10,GoldenEye,0.09500177242112726,0.11125254582484725,0.27837992013690815,0.9864113650401483,0.9839357429718876,0.24897119341563786,0.2129120879120879,0.35037593984962406,0.559748427672956
11,The American President,0.9959234314073023,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.43052208835341366,0.17695473251028807,0.37225274725274726,0.524812030075188,0.46226415094339623
12,Dracula: Dead and Loving It,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.24336009882643608,0.19437751004016066,0.9794238683127572,0.9697802197802198,0.524812030075188,0.46226415094339623
13,Balto,0.9959234314073023,0.3775458248472505,0.5932686822589845,0.35948116121062385,0.43052208835341366,0.17695473251028807,0.2815934065934066,0.35037593984962406,0.9433962264150944
14,Nixon,0.9959234314073023,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.43052208835341366,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836477
15,Cutthroat Island,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.9864113650401483,0.2176706827309237,0.1728395061728395,0.37225274725274726,0.524812030075188,0.559748427672956
16,Casino,0.9959234314073023,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.43052208835341366,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836477
17,Sense and Sensibility,0.9959234314073023,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.43052208835341366,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836477
18,Four Rooms,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.24336009882643608,0.06827309236947791,0.1728395061728395,0.37225274725274726,0.524812030075188,0.46226415094339623
19,Ace Ventura: When Nature Calls,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.35948116121062385,0.06827309236947791,0.1728395061728395,0.37225274725274726,0.524812030075188,0.559748427672956
20,Money Train,0.2628500531726338,0.9938900203665988,0.9868796349115802,0.9864113650401483,0.3060240963855422,0.1728395061728395,0.37225274725274726,0.524812030075188,0.46226415094339623
21,Get Shorty,0.2628500531726338,0.9938900203665988,0.9868796349115802,0.30142063001853,0.9839357429718876,0.24897119341563786,0.37225274725274726,0.524812030075188,0.46226415094339623
22,Copycat,0.09500177242112726,0.02214867617107943,0.21734169994295494,0.16738727609635579,0.9839357429718876,0.24897119341563786,0.04395604395604396,0.006015037593984963,0.007075471698113208
23,Ninja Assassin,0.18433179723502305,0.1244908350305499,0.9868796349115802,0.9864113650401483,0.9839357429718876,0.24897119341563786,0.16895604395604397,0.058646616541353384,0.14150943396226415
24,Powder,0.9959234314073023,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.43052208835341366,0.19238683127572018,0.9697802197802198,0.2706766917293233,0.14779874213836477
